x,y,filepath
320.44458,265.99487,rotated_0157.png
321.0167,261.0821,rotated_0158.png
234.87387,194.30164,rotated_0159.png
229.67278,196.3353,rotated_0160.png
216.80118,308.1196,rotated_0161.png
225.01657,313.3849,rotated_0162.png
237.53792,318.54718,rotated_0163.png
320.72723,236.41966,rotated_0164.png
281.1187,318.7857,rotated_0165.png
204.18661,212.54459,rotated_0166.png
254.16762,188.40088,rotated_0167.png
189.79715,261.11697,rotated_0168.png
300.4257,305.3494,rotated_0169.png
190.39478,266.2448,rotated_0170.png
200.39276,219.71179,rotated_0171.png
325.41425,259.95837,rotated_0172.png
233.34497,321.7324,rotated_0173.png
197.82874,221.5166,rotated_0174.png
286.1271,316.54218,rotated_0175.png
304.34323,303.28564,rotated_0176.png
233.63898,319.81995,rotated_0177.png
218.07578,200.01111,rotated_0178.png
250.99706,323.43863,rotated_0179.png
314.38803,291.33887,rotated_0180.png
296.3193,200.9332,rotated_0181.png
187.78229,253.91685,rotated_0182.png
323.71686,264.51047,rotated_0183.png
289.09467,315.68872,rotated_0184.png
291.8125,314.09875,rotated_0185.png
318.8697,282.5594,rotated_0186.png
323.52744,265.90204,rotated_0187.png
320.61237,277.56946,rotated_0188.png
279.33356,188.46817,rotated_0189.png
302.79858,202.01025,rotated_0190.png
184.87167,262.76498,rotated_0191.png
213.18657,313.20148,rotated_0192.png
186.91577,237.76909,rotated_0193.png
275.70105,187.32056,rotated_0194.png
282.3164,189.57379,rotated_0195.png
203.17798,207.88724,rotated_0196.png
200.85901,208.41354,rotated_0197.png
184.32666,243.0411,rotated_0198.png
328.5103,262.8739,rotated_0199.png
183.5282,248.73087,rotated_0200.png
232.56778,187.03671,rotated_0201.png
280.3108,324.65848,rotated_0202.png
271.00937,327.27216,rotated_0203.png
326.66144,238.33754,rotated_0204.png
205.4967,308.48254,rotated_0205.png
325.69077,234.8293,rotated_0206.png
196.87823,298.5396,rotated_0207.png
301.97388,312.4925,rotated_0208.png
327.1772,271.45343,rotated_0209.png
316.82828,296.06146,rotated_0210.png
242.62737,327.5973,rotated_0211.png
236.849,185.72742,rotated_0212.png
318.8733,207.32812,rotated_0213.png
232.55313,330.6475,rotated_0214.png
197.74133,203.77042,rotated_0215.png
188.59653,295.7338,rotated_0216.png
235.55937,331.526,rotated_0217.png
266.2523,178.4314,rotated_0218.png
212.32932,320.92206,rotated_0219.png
177.79822,253.45425,rotated_0220.png
337.87607,248.69862,rotated_0221.png
296.44702,184.43854,rotated_0222.png
290.3022,330.70184,rotated_0223.png
331.91513,287.5261,rotated_0224.png
183.9,216.52103,rotated_0225.png
279.67093,334.71902,rotated_0226.png
268.21564,337.28824,rotated_0227.png
173.84814,253.15878,rotated_0228.png
198.38867,314.63388,rotated_0229.png
337.98734,250.07777,rotated_0230.png
258.11465,338.17377,rotated_0231.png
195.05069,200.844,rotated_0232.png
195.70822,200.12598,rotated_0233.png
228.71028,333.53882,rotated_0234.png
178.91257,227.46005,rotated_0235.png
262.89603,174.0888,rotated_0236.png
164.27356,264.44138,rotated_0237.png
309.45474,331.67426,rotated_0238.png
344.36475,228.14905,rotated_0239.png
317.76868,325.0553,rotated_0240.png
173.9158,213.03271,rotated_0241.png
316.8578,325.85934,rotated_0242.png
168.85437,224.54155,rotated_0243.png
227.16646,167.95099,rotated_0244.png
349.11072,275.7835,rotated_0245.png
347.44223,285.3653,rotated_0246.png
174.52014,306.84326,rotated_0247.png
331.81418,314.9594,rotated_0248.png
214.74231,169.27167,rotated_0249.png
175.88434,308.9668,rotated_0250.png
284.01157,164.13406,rotated_0251.png
208.33966,339.38162,rotated_0252.png
159.9585,256.17102,rotated_0253.png
163.25482,280.94656,rotated_0254.png
238.05685,350.35065,rotated_0255.png
311.89227,177.89713,rotated_0256.png
299.29553,341.72922,rotated_0257.png
330.75366,195.70164,rotated_0258.png
344.62704,293.00327,rotated_0259.png
231.32138,348.81686,rotated_0260.png
351.89407,210.6753,rotated_0261.png
254.08598,362.04877,rotated_0262.png
340.3823,191.73776,rotated_0263.png
361.10944,241.78728,rotated_0264.png
356.4926,222.07019,rotated_0265.png
353.15598,213.4474,rotated_0266.png
231.27112,359.14304,rotated_0267.png
154.73138,224.46172,rotated_0268.png
216.51486,155.23334,rotated_0269.png
282.50546,149.68701,rotated_0270.png
169.43774,188.82874,rotated_0271.png
242.91443,364.7831,rotated_0272.png
199.66455,162.0249,rotated_0273.png
174.68683,329.43814,rotated_0274.png
155.97217,211.285,rotated_0275.png
152.34924,291.51794,rotated_0276.png
339.58655,326.83984,rotated_0277.png
146.43634,255.10039,rotated_0278.png
149.87088,228.76746,rotated_0279.png
357.1017,298.23087,rotated_0280.png
272.67163,364.29153,rotated_0281.png
284.32556,361.84265,rotated_0282.png
186.95238,160.08118,rotated_0283.png
151.33948,201.09848,rotated_0284.png
141.38586,284.83746,rotated_0285.png
362.08746,203.90921,rotated_0286.png
364.3409,208.77446,rotated_0287.png
341.36572,337.7355,rotated_0288.png
277.76605,372.16473,rotated_0289.png
164.50311,181.19144,rotated_0290.png
381.2582,264.3886,rotated_0291.png
381.20477,246.84802,rotated_0292.png
191.06577,362.36047,rotated_0293.png
379.71152,270.98196,rotated_0294.png
236.68268,132.89096,rotated_0295.png
221.3272,136.30542,rotated_0296.png
283.6878,377.50055,rotated_0297.png
193.54218,363.83328,rotated_0298.png
184.13605,357.80652,rotated_0299.png
374.07568,295.83887,rotated_0300.png
367.43832,200.22815,rotated_0301.png
340.39764,347.68445,rotated_0302.png
152.96616,326.09296,rotated_0303.png
183.64807,357.46033,rotated_0304.png
263.4002,380.3955,rotated_0305.png
259.2931,131.4281,rotated_0306.png
390.99902,232.33006,rotated_0307.png
382.4864,203.21544,rotated_0308.png
388.08902,292.57175,rotated_0309.png
129.02106,204.41171,rotated_0310.png
248.99435,392.8792,rotated_0311.png
362.84036,341.8495,rotated_0312.png
380.64688,199.00749,rotated_0313.png
170.2175,362.89413,rotated_0314.png
363.05017,351.7406,rotated_0315.png
396.7324,227.35748,rotated_0316.png
310.40997,388.9118,rotated_0317.png
399.52475,261.16092,rotated_0318.png
151.5954,354.6189,rotated_0319.png
263.15082,112.56058,rotated_0320.png
364.26184,161.63165,rotated_0321.png
187.31668,129.87073,rotated_0322.png
323.53748,382.74655,rotated_0323.png
194.55608,126.18994,rotated_0324.png
187.8125,129.60196,rotated_0325.png
118.28644,215.24487,rotated_0326.png
383.95303,190.77711,rotated_0327.png
113.32483,256.8845,rotated_0328.png
128.4888,191.98514,rotated_0329.png
387.0841,309.9162,rotated_0330.png
395.12927,324.2132,rotated_0331.png
101.072784,253.25092,rotated_0332.png
340.94937,385.59015,rotated_0333.png
389.3152,334.9751,rotated_0334.png
232.18446,409.11047,rotated_0335.png
325.31476,394.58377,rotated_0336.png
341.74237,385.06683,rotated_0337.png
212.29916,107.3385,rotated_0338.png
344.73364,122.073364,rotated_0339.png
408.7372,305.8132,rotated_0340.png
162.82848,125.12198,rotated_0341.png
394.02155,173.78043,rotated_0342.png
95.350525,257.32098,rotated_0343.png
208.475,409.46457,rotated_0344.png
154.51779,131.45538,rotated_0345.png
340.15805,119.151855,rotated_0346.png
119.62775,171.07297,rotated_0347.png
392.32434,341.00394,rotated_0348.png
140.41528,367.58035,rotated_0349.png
250.8548,416.57248,rotated_0350.png
169.81934,391.58353,rotated_0351.png
322.48798,109.74902,rotated_0352.png
340.51877,392.62567,rotated_0353.png
345.7564,389.24332,rotated_0354.png
414.2077,317.99457,rotated_0355.png
309.81842,416.16107,rotated_0356.png
404.191,337.1629,rotated_0357.png
272.32275,87.828766,rotated_0358.png
417.41092,305.94507,rotated_0359.png
162.77402,396.9146,rotated_0360.png
421.6278,289.39804,rotated_0361.png
199.88182,96.63019,rotated_0362.png
320.82877,94.785126,rotated_0363.png
158.74945,399.99768,rotated_0364.png
115.1315,154.26968,rotated_0365.png
252.05061,428.7553,rotated_0366.png
152.69861,116.27948,rotated_0367.png
178.13231,100.66284,rotated_0368.png
98.226746,183.19476,rotated_0369.png
425.46838,217.61412,rotated_0370.png
193.28784,93.95001,rotated_0371.png
83.26294,274.83893,rotated_0372.png
308.85638,421.52707,rotated_0373.png
174.0347,409.2145,rotated_0374.png
384.34808,138.86855,rotated_0375.png
177.92575,411.23343,rotated_0376.png
299.04617,87.65506,rotated_0377.png
341.44022,407.30423,rotated_0378.png
300.71677,432.14313,rotated_0379.png
426.8623,194.09636,rotated_0380.png
152.89008,405.64737,rotated_0381.png
305.63907,430.81976,rotated_0382.png
181.68695,421.84198,rotated_0383.png
85.51608,195.89816,rotated_0384.png
201.26907,83.716736,rotated_0385.png
326.69476,422.3708,rotated_0386.png
81.15335,198.92413,rotated_0387.png
72.64398,241.52328,rotated_0388.png
190.68115,427.93732,rotated_0389.png
428.96826,193.46217,rotated_0390.png
313.55698,430.68884,rotated_0391.png
96.2312,347.12042,rotated_0392.png
139.0323,114.05792,rotated_0393.png
72.41641,244.77223,rotated_0394.png
416.43805,345.93683,rotated_0395.png
307.07825,432.69183,rotated_0396.png
206.62387,433.17505,rotated_0397.png
339.7354,419.76013,rotated_0398.png
261.57483,439.8421,rotated_0399.png
439.271,240.4842,rotated_0400.png
74.510376,232.81549,rotated_0401.png
94.51465,169.98557,rotated_0402.png
320.10168,76.14456,rotated_0403.png
199.50421,73.61243,rotated_0404.png
82.42743,335.55856,rotated_0405.png
161.80284,89.916016,rotated_0406.png
443.635,291.35684,rotated_0407.png
439.35498,202.72758,rotated_0408.png
74.32709,197.24667,rotated_0409.png
443.40442,292.55933,rotated_0410.png
100.89334,142.54996,rotated_0411.png
447.56305,271.25128,rotated_0412.png
447.2192,275.0844,rotated_0413.png
201.11505,71.835266,rotated_0414.png
448.0756,250.00319,rotated_0415.png
184.4209,434.3408,rotated_0416.png
448.13687,259.52322,rotated_0417.png
440.19165,310.79456,rotated_0418.png
73.890564,317.3608,rotated_0419.png
408.69647,139.32617,rotated_0420.png
87.86786,349.06226,rotated_0421.png
325.9116,76.99896,rotated_0422.png
412.54266,144.53976,rotated_0423.png
153.46234,418.52704,rotated_0424.png
226.57779,445.90347,rotated_0425.png
137.55276,104.67505,rotated_0426.png
114.99214,121.829285,rotated_0427.png
136.82272,100.89752,rotated_0428.png
105.75635,130.75287,rotated_0429.png
181.3888,75.18744,rotated_0430.png
437.16727,329.74573,rotated_0431.png
239.30998,61.111755,rotated_0432.png
427.07715,161.17064,rotated_0433.png
422.47415,358.69537,rotated_0434.png
129.34491,103.17499,rotated_0435.png
59.958527,224.93996,rotated_0436.png
257.3671,454.4821,rotated_0437.png
58.625183,276.9804,rotated_0438.png
101.65628,380.79987,rotated_0439.png
412.3529,133.72667,rotated_0440.png
452.8003,281.81946,rotated_0441.png
203.8872,447.5235,rotated_0442.png
243.28477,59.848694,rotated_0443.png
58.413757,237.11424,rotated_0444.png
153.24684,87.305664,rotated_0445.png
98.8869,136.28586,rotated_0446.png
451.43683,227.3563,rotated_0447.png
62.621155,215.74298,rotated_0448.png
453.4766,260.35846,rotated_0449.png
327.03583,440.30927,rotated_0450.png
243.98714,58.840942,rotated_0451.png
272.6443,456.9576,rotated_0452.png
205.88422,60.681274,rotated_0453.png
56.259735,228.34424,rotated_0454.png
69.07318,331.6265,rotated_0455.png
457.39114,266.12976,rotated_0456.png
216.19043,58.322998,rotated_0457.png
54.466248,249.28073,rotated_0458.png
245.1449,459.55386,rotated_0459.png
336.54877,443.55502,rotated_0460.png
341.63745,70.713135,rotated_0461.png
400.41718,400.25214,rotated_0462.png
56.178192,214.3316,rotated_0463.png
178.71896,67.07501,rotated_0464.png
339.07565,69.550446,rotated_0465.png
440.52844,168.74023,rotated_0466.png
127.83771,414.86917,rotated_0467.png
415.4731,128.58997,rotated_0468.png
401.6465,399.0108,rotated_0469.png
460.0363,261.84665,rotated_0470.png
310.22278,452.78644,rotated_0471.png
107.9389,115.49057,rotated_0472.png
67.173096,178.47968,rotated_0473.png
408.42807,120.240295,rotated_0474.png
452.33426,200.16212,rotated_0475.png
274.68445,459.26312,rotated_0476.png
114.45187,106.27649,rotated_0477.png
325.71985,62.113068,rotated_0478.png
421.7334,378.41504,rotated_0479.png
305.44217,55.97879,rotated_0480.png
320.02713,60.159424,rotated_0481.png
212.86508,457.47556,rotated_0482.png
244.40479,461.71475,rotated_0483.png
54.969116,301.16168,rotated_0484.png
73.32648,160.6932,rotated_0485.png
425.5414,378.55902,rotated_0486.png
234.27243,48.896423,rotated_0487.png
454.58325,193.32072,rotated_0488.png
71.68915,352.92014,rotated_0489.png
83.597595,372.79645,rotated_0490.png
464.13837,249.48746,rotated_0491.png
120.773315,414.35953,rotated_0492.png
260.06696,464.20053,rotated_0493.png
287.0188,50.082947,rotated_0494.png
64.84314,173.39822,rotated_0495.png
390.0902,96.677,rotated_0496.png
120.78491,97.630554,rotated_0497.png
365.45953,78.8486,rotated_0498.png
155.84732,73.42554,rotated_0499.png
445.13882,168.87654,rotated_0500.png
464.18634,260.73856,rotated_0501.png
66.99396,168.58884,rotated_0502.png
441.82092,162.00746,rotated_0503.png
93.61847,386.36963,rotated_0504.png
437.63025,357.85504,rotated_0505.png
276.34958,464.2088,rotated_0506.png
254.56384,465.19592,rotated_0507.png
463.0923,226.37254,rotated_0508.png
48.063416,225.49771,rotated_0509.png
290.45178,48.681213,rotated_0510.png
260.04044,45.876953,rotated_0511.png
86.37463,380.0775,rotated_0512.png
190.20335,56.40338,rotated_0513.png
413.1894,117.95477,rotated_0514.png
167.85231,67.3363,rotated_0515.png
51.70514,206.68863,rotated_0516.png
353.04047,69.583435,rotated_0517.png
216.64688,462.44452,rotated_0518.png
465.25104,275.54517,rotated_0519.png
57.368805,187.344,rotated_0520.png
48.141724,287.03113,rotated_0521.png
465.72202,242.41058,rotated_0522.png
93.05304,123.27365,rotated_0523.png
255.02272,466.15955,rotated_0524.png
76.30884,364.99115,rotated_0525.png
254.16132,466.1538,rotated_0526.png
254.02536,45.847412,rotated_0527.png
294.27252,462.64752,rotated_0528.png
233.85445,464.9918,rotated_0529.png
75.67975,363.9472,rotated_0530.png
103.333954,400.43365,rotated_0531.png
203.26617,458.4454,rotated_0532.png
452.75403,327.08347,rotated_0533.png
78.9155,144.6174,rotated_0534.png
442.3661,351.04047,rotated_0535.png
156.89389,71.76373,rotated_0536.png
175.38239,62.956482,rotated_0537.png
254.31485,465.1941,rotated_0538.png
185.75336,453.0543,rotated_0539.png
464.12738,277.16617,rotated_0540.png
70.25342,352.24554,rotated_0541.png
57.10315,320.84634,rotated_0542.png
49.831573,220.5094,rotated_0543.png
376.2141,427.21207,rotated_0544.png
126.54437,420.3358,rotated_0545.png
461.43323,216.47548,rotated_0546.png
90.437836,128.11652,rotated_0547.png
294.71262,50.9675,rotated_0548.png
265.41534,464.44272,rotated_0549.png
287.71466,462.23087,rotated_0550.png
425.8463,134.80087,rotated_0551.png
48.28076,236.25842,rotated_0552.png
139.6637,429.21335,rotated_0553.png
95.68707,389.5543,rotated_0554.png
56.331757,202.43137,rotated_0555.png
60.791687,321.0669,rotated_0556.png
460.37982,279.85107,rotated_0557.png
153.2153,435.3664,rotated_0558.png
314.6631,454.2313,rotated_0559.png
59.405334,319.9338,rotated_0560.png
396.58832,407.5649,rotated_0561.png
461.34308,224.85161,rotated_0562.png
327.00418,451.17792,rotated_0563.png
157.89006,72.94147,rotated_0564.png
309.3012,55.263947,rotated_0565.png
93.86664,126.197205,rotated_0566.png
224.06487,50.77777,rotated_0567.png
356.3561,74.16312,rotated_0568.png
302.1083,458.5093,rotated_0569.png
163.71933,439.91376,rotated_0570.png
458.18732,217.78607,rotated_0571.png
264.90967,461.57385,rotated_0572.png
65.086334,179.24084,rotated_0573.png
336.03754,444.51788,rotated_0574.png
55.56909,297.6588,rotated_0575.png
69.84485,341.1718,rotated_0576.png
189.91852,63.266357,rotated_0577.png
305.50394,453.64197,rotated_0578.png
66.34003,330.44525,rotated_0579.png
230.72787,456.22568,rotated_0580.png
437.87524,343.46652,rotated_0581.png
253.7865,54.197876,rotated_0582.png
430.2363,357.83667,rotated_0583.png
153.4974,429.84537,rotated_0584.png
94.0788,135.54028,rotated_0585.png
193.44641,447.8751,rotated_0586.png
70.1427,332.1384,rotated_0587.png
286.82336,454.46893,rotated_0588.png
287.02676,454.43723,rotated_0589.png
61.773376,204.8529,rotated_0590.png
408.53857,386.65976,rotated_0591.png
455.51312,232.88057,rotated_0592.png
413.65875,380.4336,rotated_0593.png
376.89038,95.608246,rotated_0594.png
450.2832,276.17505,rotated_0595.png
71.42316,319.90924,rotated_0596.png
150.12244,91.856995,rotated_0597.png
91.358826,361.10126,rotated_0598.png
238.81296,452.50345,rotated_0599.png
222.52826,61.606995,rotated_0600.png
339.6121,77.34384,rotated_0601.png
412.52963,139.16046,rotated_0602.png
179.23004,432.1686,rotated_0603.png
402.91296,132.12271,rotated_0604.png
444.3258,294.24118,rotated_0605.png
319.1684,74.509674,rotated_0606.png
176.60547,431.00146,rotated_0607.png
443.94714,215.93921,rotated_0608.png
311.26508,440.05096,rotated_0609.png
297.46628,443.64206,rotated_0610.png
206.34402,441.64288,rotated_0611.png
448.08563,261.66666,rotated_0612.png
443.76398,296.9107,rotated_0613.png
380.0926,402.73114,rotated_0614.png
114.13776,385.63068,rotated_0615.png
118.07849,122.184235,rotated_0616.png
353.8357,90.599976,rotated_0617.png
91.75177,355.7573,rotated_0618.png
438.12866,248.5739,rotated_0619.png
255.87094,438.27997,rotated_0620.png
103.91931,155.51389,rotated_0621.png
211.80829,432.842,rotated_0622.png
362.70343,399.73373,rotated_0623.png
282.5758,435.2421,rotated_0624.png
176.47598,418.81876,rotated_0625.png
79.7359,288.69498,rotated_0626.png
422.14117,209.50153,rotated_0627.png
137.76031,381.63593,rotated_0628.png
272.35855,427.74808,rotated_0629.png
83.482605,254.33844,rotated_0630.png
394.68182,358.6272,rotated_0631.png
259.00583,83.50079,rotated_0632.png
256.42676,83.47516,rotated_0633.png
358.4892,117.216125,rotated_0634.png
406.82135,339.7731,rotated_0635.png
403.47824,345.52747,rotated_0636.png
105.68201,340.6729,rotated_0637.png
119.16101,361.07187,rotated_0638.png
304.07172,90.30716,rotated_0639.png
105.1488,339.71918,rotated_0640.png
123.498474,366.4914,rotated_0641.png
172.18842,105.20001,rotated_0642.png
414.42856,250.5795,rotated_0643.png
107.488464,311.43765,rotated_0644.png
389.35962,170.3016,rotated_0645.png
360.64117,375.07654,rotated_0646.png
251.65036,414.4616,rotated_0647.png
408.58673,213.0316,rotated_0648.png
358.3092,377.08603,rotated_0649.png
176.8519,393.3484,rotated_0650.png
381.8895,173.39352,rotated_0651.png
155.61752,368.229,rotated_0652.png
158.92235,140.90033,rotated_0653.png
282.94678,107.85858,rotated_0654.png
223.41367,108.996155,rotated_0655.png
227.95988,403.9384,rotated_0656.png
406.07657,243.79248,rotated_0657.png
108.476654,286.14743,rotated_0658.png
139.64839,160.42645,rotated_0659.png
105.95392,268.57672,rotated_0660.png
293.32315,110.12686,rotated_0661.png
398.21692,305.4606,rotated_0662.png
406.5638,254.40604,rotated_0663.png
115.134705,309.18805,rotated_0664.png
233.06395,107.184875,rotated_0665.png
349.46698,137.94952,rotated_0666.png
323.33704,136.41019,rotated_0667.png
299.27753,386.2423,rotated_0668.png
122.36615,287.27277,rotated_0669.png
127.72659,298.1774,rotated_0670.png
370.61884,184.61705,rotated_0671.png
122.071075,238.79431,rotated_0672.png
135.96094,317.83548,rotated_0673.png
259.90253,121.026794,rotated_0674.png
272.6549,129.62115,rotated_0675.png
300.96704,375.27686,rotated_0676.png
163.61594,343.83038,rotated_0677.png
177.38058,155.66064,rotated_0678.png
373.52002,206.62354,rotated_0679.png
232.71698,381.32718,rotated_0680.png
374.81546,302.1723,rotated_0681.png
155.68369,177.3512,rotated_0682.png
374.79276,209.76921,rotated_0683.png
312.24567,141.60846,rotated_0684.png
167.66008,164.10297,rotated_0685.png
382.07504,274.81708,rotated_0686.png
267.24915,129.02579,rotated_0687.png
171.33311,160.70828,rotated_0688.png
158.17079,174.2782,rotated_0689.png
206.80522,138.40381,rotated_0690.png
289.25412,148.48642,rotated_0691.png
176.01352,335.16547,rotated_0692.png
323.52414,165.96951,rotated_0693.png
154.11267,208.20905,rotated_0694.png
321.4367,348.2336,rotated_0695.png
304.61316,153.89337,rotated_0696.png
202.15065,156.5553,rotated_0697.png
245.94296,368.64038,rotated_0698.png
236.26048,144.64764,rotated_0699.png
231.09024,355.6268,rotated_0700.png
353.45325,223.61363,rotated_0701.png
216.13239,350.6392,rotated_0702.png
236.14108,155.24475,rotated_0703.png
191.89688,336.2296,rotated_0704.png
257.87714,153.32346,rotated_0705.png
358.01855,267.7564,rotated_0706.png
155.04803,237.16641,rotated_0707.png
335.0744,321.52283,rotated_0708.png
340.59583,197.78014,rotated_0709.png
190.32916,177.04852,rotated_0710.png
179.12073,187.91492,rotated_0711.png
253.71623,153.3316,rotated_0712.png
357.30176,272.8509,rotated_0713.png
155.07285,237.03395,rotated_0714.png
338.11914,279.5254,rotated_0715.png
309.1098,189.09448,rotated_0716.png
341.4121,254.66695,rotated_0717.png
233.60909,338.43573,rotated_0718.png
326.4748,304.2732,rotated_0719.png
270.20642,171.76712,rotated_0720.png
332.9673,293.0545,rotated_0721.png
288.36575,176.9465,rotated_0722.png
316.7585,303.20596,rotated_0723.png
285.86627,185.09158,rotated_0724.png
288.46677,186.24396,rotated_0725.png
305.2129,315.14468,rotated_0726.png
212.58475,319.52255,rotated_0727.png
267.74268,179.95984,rotated_0728.png
331.50772,270.78467,rotated_0729.png
298.70306,320.00354,rotated_0730.png
202.26309,200.93329,rotated_0731.png
304.31857,196.1225,rotated_0732.png
283.8081,327.7406,rotated_0733.png
205.8005,314.30963,rotated_0734.png
238.89258,331.01556,rotated_0735.png
263.26907,179.40259,rotated_0736.png
