x,y,image_name
364,304,0286.png
364,304,0287.png
364,304,0288.png
364,304,0289.png
364,304,0290.png
364,304,0291.png
364,304,0292.png
372,304,0293.png
372,304,0294.png
371,304,0295.png
371,304,0296.png
371,304,0297.png
371,304,0298.png
371,304,0299.png
371,304,0300.png
371,304,0301.png
371,304,0302.png
371,304,0303.png
371,304,0304.png
371,304,0305.png
371,304,0306.png
371,304,0307.png
371,304,0308.png
384,305,0309.png
384,305,0310.png
384,305,0311.png
384,305,0312.png
384,305,0313.png
384,305,0314.png
384,305,0315.png
384,305,0316.png
391,305,0317.png
391,305,0318.png
391,305,0319.png
391,305,0320.png
391,305,0321.png
391,305,0322.png
391,305,0323.png
391,305,0324.png
391,305,0325.png
391,305,0326.png
391,305,0327.png
391,305,0328.png
391,305,0329.png
390,305,0330.png
390,305,0331.png
389,305,0332.png
403,305,0333.png
403,305,0334.png
403,305,0335.png
403,305,0336.png
403,305,0337.png
403,305,0338.png
403,305,0339.png
403,305,0340.png
409,305,0341.png
409,305,0342.png
409,305,0343.png
409,305,0344.png
409,305,0345.png
409,305,0346.png
409,305,0347.png
409,305,0348.png
409,305,0349.png
409,305,0350.png
409,305,0351.png
409,305,0352.png
409,305,0353.png
409,305,0354.png
409,305,0355.png
409,305,0356.png
419,304,0357.png
418,304,0358.png
418,304,0359.png
418,304,0360.png
418,304,0361.png
418,304,0362.png
418,304,0363.png
418,304,0364.png
423,304,0365.png
423,304,0366.png
423,304,0367.png
422,304,0368.png
423,304,0369.png
423,304,0370.png
423,304,0371.png
423,304,0372.png
423,304,0373.png
423,304,0374.png
423,304,0375.png
423,304,0376.png
423,304,0377.png
423,304,0378.png
423,304,0379.png
423,304,0380.png
431,305,0381.png
431,305,0382.png
431,305,0383.png
431,305,0384.png
431,305,0385.png
430,305,0386.png
430,305,0387.png
430,305,0388.png
433,306,0389.png
433,306,0390.png
433,306,0391.png
433,306,0392.png
433,306,0393.png
433,306,0394.png
433,306,0395.png
433,306,0396.png
433,306,0397.png
433,306,0398.png
433,306,0399.png
433,306,0400.png
433,306,0401.png
433,306,0402.png
432,306,0403.png
432,306,0404.png
440,307,0405.png
440,307,0406.png
440,307,0407.png
440,307,0408.png
440,307,0409.png
440,307,0410.png
440,307,0411.png
440,307,0412.png
441,308,0413.png
441,308,0414.png
441,308,0415.png
441,308,0416.png
441,308,0417.png
441,308,0418.png
441,308,0419.png
441,308,0420.png
441,308,0421.png
441,308,0422.png
441,308,0423.png
441,308,0424.png
441,308,0425.png
441,308,0426.png
441,308,0427.png
441,308,0428.png
443,310,0429.png
444,310,0430.png
444,310,0431.png
444,310,0432.png
444,310,0433.png
444,310,0434.png
444,310,0435.png
444,310,0436.png
447,310,0437.png
447,310,0438.png
447,310,0439.png
447,310,0440.png
447,310,0441.png
447,310,0442.png
447,310,0443.png
447,310,0444.png
445,310,0445.png
447,310,0446.png
446,310,0447.png
446,310,0448.png
446,310,0449.png
446,310,0450.png
446,310,0451.png
446,310,0452.png
446,310,0453.png
450,311,0454.png
450,311,0455.png
450,311,0456.png
450,311,0457.png
450,311,0458.png
450,311,0459.png
450,311,0460.png
452,312,0461.png
452,313,0462.png
452,313,0463.png
452,313,0464.png
452,313,0465.png
452,313,0466.png
452,313,0467.png
452,313,0468.png
452,313,0469.png
452,313,0470.png
452,313,0471.png
452,313,0472.png
452,313,0473.png
452,313,0474.png
452,313,0475.png
452,313,0476.png
452,313,0477.png
452,313,0478.png
454,313,0479.png
454,313,0480.png
454,313,0481.png
454,313,0482.png
454,313,0483.png
454,313,0484.png
454,313,0485.png
454,313,0486.png
454,313,0487.png
457,314,0488.png
456,314,0489.png
456,314,0490.png
456,314,0491.png
456,314,0492.png
456,314,0493.png
456,314,0494.png
456,314,0495.png
456,314,0496.png
456,314,0497.png
456,314,0498.png
456,314,0499.png
456,314,0500.png
456,314,0501.png
456,314,0502.png
456,314,0503.png
456,314,0504.png
456,314,0505.png
456,314,0506.png
456,314,0507.png
457,314,0508.png
457,314,0509.png
457,314,0510.png
458,314,0511.png
458,314,0512.png
458,314,0513.png
458,314,0514.png
458,314,0515.png
457,314,0516.png
456,314,0517.png
458,314,0518.png
458,314,0519.png
458,314,0520.png
458,314,0521.png
458,314,0522.png
458,314,0523.png
458,314,0524.png
458,314,0525.png
458,314,0526.png
458,314,0527.png
458,314,0528.png
458,314,0529.png
458,314,0530.png
458,314,0531.png
458,314,0532.png
458,314,0533.png
457,314,0534.png
457,314,0535.png
457,314,0536.png
457,314,0537.png
457,314,0538.png
457,314,0539.png
457,314,0540.png
457,314,0541.png
457,314,0542.png
457,314,0543.png
457,314,0544.png
457,314,0545.png
457,314,0546.png
457,314,0547.png
457,314,0548.png
457,314,0549.png
457,312,0550.png
457,312,0551.png
457,312,0552.png
457,312,0553.png
457,312,0554.png
457,312,0555.png
457,312,0556.png
455,312,0557.png
454,312,0558.png
454,312,0559.png
455,312,0560.png
455,312,0561.png
455,312,0562.png
455,312,0563.png
456,312,0564.png
456,312,0565.png
456,312,0566.png
456,312,0567.png
456,312,0568.png
456,312,0569.png
456,312,0570.png
456,312,0571.png
454,312,0572.png
454,312,0573.png
454,312,0574.png
454,312,0575.png
453,312,0576.png
454,308,0577.png
454,308,0578.png
453,308,0579.png
453,308,0580.png
453,308,0581.png
451,308,0582.png
451,308,0583.png
451,308,0584.png
451,308,0585.png
451,308,0586.png
451,308,0587.png
451,308,0588.png
450,308,0589.png
450,308,0590.png
450,308,0591.png
450,308,0592.png
450,308,0593.png
450,308,0594.png
450,308,0595.png
450,308,0596.png
444,309,0597.png
444,309,0598.png
444,309,0599.png
444,309,0600.png
446,309,0601.png
446,309,0602.png
446,309,0603.png
444,309,0604.png
441,308,0605.png
441,308,0606.png
441,308,0607.png
441,308,0608.png
441,308,0609.png
441,308,0610.png
441,308,0611.png
441,308,0612.png
441,308,0613.png
441,308,0614.png
441,308,0615.png
441,308,0616.png
441,308,0617.png
441,308,0618.png
441,308,0619.png
441,308,0620.png
431,307,0621.png
431,307,0622.png
431,307,0623.png
431,307,0624.png
429,302,0625.png
431,303,0626.png
431,303,0627.png
429,303,0628.png
422,303,0629.png
422,303,0630.png
422,303,0631.png
422,303,0632.png
422,303,0633.png
422,303,0634.png
422,303,0635.png
422,303,0636.png
422,303,0637.png
422,303,0638.png
422,303,0639.png
422,303,0640.png
422,303,0641.png
422,303,0642.png
422,303,0643.png
422,303,0644.png
408,301,0645.png
408,301,0646.png
408,301,0647.png
408,301,0648.png
408,301,0649.png
408,301,0650.png
408,301,0651.png
408,301,0652.png
400,300,0653.png
400,300,0654.png
400,300,0655.png
400,300,0656.png
400,300,0657.png
400,300,0658.png
400,300,0659.png
400,300,0660.png
400,300,0661.png
400,300,0662.png
400,300,0663.png
400,300,0664.png
400,300,0665.png
400,300,0666.png
400,300,0667.png
400,300,0668.png
386,300,0669.png
386,300,0670.png
386,300,0671.png
384,299,0672.png
384,299,0673.png
384,299,0674.png
384,299,0675.png
384,299,0676.png
376,299,0677.png
376,299,0678.png
376,299,0679.png
376,299,0680.png
376,299,0681.png
376,299,0682.png
376,299,0683.png
376,299,0684.png
376,299,0685.png
376,299,0686.png
376,299,0687.png
376,299,0688.png
376,299,0689.png
376,299,0690.png
376,299,0691.png
376,299,0692.png
360,299,0693.png
360,299,0694.png
360,299,0695.png
360,299,0696.png
361,298,0697.png
361,298,0698.png
361,298,0699.png
361,298,0700.png
361,298,0701.png
351,295,0702.png
351,295,0703.png
351,295,0704.png
351,295,0705.png
351,295,0706.png
351,295,0707.png
351,295,0708.png
351,295,0709.png
351,295,0710.png
351,295,0711.png
351,295,0712.png
351,295,0713.png
351,295,0714.png
351,295,0715.png
351,295,0716.png
332,295,0717.png
332,295,0718.png
332,295,0719.png
332,295,0720.png
332,295,0721.png
332,295,0722.png
332,295,0723.png
332,295,0724.png
324,292,0725.png
324,292,0726.png
324,292,0727.png
324,292,0728.png
324,292,0729.png
324,292,0730.png
324,292,0731.png
324,292,0732.png
324,292,0733.png
324,292,0734.png
324,292,0735.png
324,292,0736.png
324,292,0737.png
324,292,0738.png
324,292,0739.png
324,292,0740.png
324,292,0741.png
307,290,0742.png
307,290,0743.png
307,290,0744.png
307,290,0745.png
307,290,0746.png
307,290,0747.png
307,290,0748.png
307,290,0749.png
299,289,0750.png
299,289,0751.png
299,289,0752.png
299,289,0753.png
299,289,0754.png
299,289,0755.png
299,289,0756.png
299,289,0757.png
299,289,0758.png
299,289,0759.png
299,289,0760.png
299,289,0761.png
299,289,0762.png
299,289,0763.png
299,289,0764.png
283,284,0765.png
283,284,0766.png
283,284,0767.png
283,284,0768.png
283,284,0769.png
283,284,0770.png
283,284,0771.png
283,284,0772.png
283,284,0773.png
275,286,0774.png
275,286,0775.png
275,286,0776.png
275,286,0777.png
275,286,0778.png
275,286,0779.png
275,286,0780.png
275,286,0781.png
275,286,0782.png
275,286,0783.png
275,286,0784.png
275,286,0785.png
275,286,0786.png
275,286,0787.png
275,286,0788.png
256,285,0789.png
256,285,0790.png
256,285,0791.png
256,285,0792.png
256,285,0793.png
256,285,0794.png
256,285,0795.png
256,285,0796.png
256,285,0797.png
249,286,0798.png
249,286,0799.png
249,286,0800.png
249,286,0801.png
249,286,0802.png
249,286,0803.png
249,286,0804.png
249,286,0805.png
249,286,0806.png
249,286,0807.png
249,286,0808.png
249,286,0809.png
249,286,0810.png
249,286,0811.png
249,286,0812.png
231,288,0813.png
231,288,0814.png
231,288,0815.png
231,287,0816.png
231,287,0817.png
231,287,0818.png
231,287,0819.png
231,287,0820.png
231,287,0821.png
224,289,0822.png
224,289,0823.png
224,289,0824.png
224,289,0825.png
224,289,0826.png
224,289,0827.png
224,289,0828.png
224,289,0829.png
224,289,0830.png
224,289,0831.png
222,288,0832.png
224,288,0833.png
224,288,0834.png
224,288,0835.png
224,288,0836.png
210,289,0837.png
210,289,0838.png
210,289,0839.png
210,289,0840.png
210,289,0841.png
210,289,0842.png
210,289,0843.png
210,289,0844.png
203,289,0845.png
203,289,0846.png
203,289,0847.png
203,289,0848.png
203,289,0849.png
203,289,0850.png
203,289,0851.png
203,289,0852.png
203,289,0853.png
203,289,0854.png
203,289,0855.png
203,289,0856.png
203,289,0857.png
203,289,0858.png
203,289,0859.png
203,289,0860.png
189,291,0861.png
189,291,0862.png
189,291,0863.png
189,291,0864.png
189,291,0865.png
189,291,0866.png
189,291,0867.png
189,291,0868.png
181,292,0869.png
181,292,0870.png
181,292,0871.png
181,292,0872.png
181,292,0873.png
181,292,0874.png
181,292,0875.png
181,292,0876.png
181,292,0877.png
181,292,0878.png
181,292,0879.png
181,292,0880.png
181,292,0881.png
181,292,0882.png
181,292,0883.png
181,292,0884.png
165,291,0885.png
165,291,0886.png
165,291,0887.png
165,291,0888.png
165,291,0889.png
165,291,0890.png
165,291,0891.png
163,291,0892.png
154,293,0893.png
154,293,0894.png
154,293,0895.png
154,293,0896.png
154,293,0897.png
154,293,0898.png
154,293,0899.png
154,293,0900.png
154,293,0901.png
154,293,0902.png
154,293,0903.png
154,293,0904.png
154,293,0905.png
154,293,0906.png
154,293,0907.png
154,293,0908.png
136,298,0909.png
136,298,0910.png
136,298,0911.png
136,298,0912.png
136,298,0913.png
136,298,0914.png
136,298,0915.png
136,298,0916.png
136,298,0917.png
126,301,0918.png
128,299,0919.png
128,299,0920.png
128,299,0921.png
128,299,0922.png
128,299,0923.png
128,299,0924.png
128,299,0925.png
128,299,0926.png
128,299,0927.png
128,299,0928.png
128,299,0929.png
128,299,0930.png
128,299,0931.png
128,299,0932.png
111,305,0933.png
113,305,0934.png
113,305,0935.png
113,305,0936.png
113,305,0937.png
113,305,0938.png
113,305,0939.png
113,305,0940.png
113,305,0941.png
105,310,0942.png
105,310,0943.png
105,310,0944.png
105,310,0945.png
105,310,0946.png
105,310,0947.png
105,310,0948.png
105,310,0949.png
105,310,0950.png
105,310,0951.png
105,310,0952.png
105,310,0953.png
105,310,0954.png
105,310,0955.png
105,310,0956.png
94,314,0957.png
94,314,0958.png
94,314,0959.png
94,314,0960.png
94,314,0961.png
94,314,0962.png
94,314,0963.png
94,314,0964.png
89,316,0965.png
89,316,0966.png
89,316,0967.png
89,316,0968.png
89,316,0969.png
89,316,0970.png
89,316,0971.png
89,316,0972.png
89,316,0973.png
89,316,0974.png
89,316,0975.png
89,316,0976.png
89,316,0977.png
89,316,0978.png
89,316,0979.png
89,316,0980.png
81,321,0981.png
81,321,0982.png
81,321,0983.png
81,321,0984.png
81,321,0985.png
81,321,0986.png
81,321,0987.png
81,321,0988.png
81,321,0989.png
79,321,0990.png
79,321,0991.png
79,321,0992.png
79,321,0993.png
79,321,0994.png
79,321,0995.png
79,321,0996.png
79,321,0997.png
79,321,0998.png
79,321,0999.png
79,321,1000.png
309,269,10000.png
308,267,10001.png
309,271,10002.png
309,271,10003.png
305,271,10004.png
295,272,10005.png
295,272,10006.png
295,272,10007.png
295,272,10008.png
81,318,1001.png
296,272,10010.png
296,272,10011.png
296,272,10012.png
290,273,10013.png
290,275,10014.png
290,275,10015.png
290,275,10016.png
290,275,10017.png
290,275,10018.png
290,275,10019.png
82,317,1002.png
291,274,10020.png
290,274,10021.png
289,275,10022.png
289,275,10023.png
289,275,10024.png
289,275,10025.png
289,275,10026.png
289,275,10027.png
289,275,10028.png
278,278,10029.png
81,319,1003.png
279,277,10030.png
279,277,10031.png
279,277,10032.png
279,277,10033.png
279,277,10034.png
279,277,10035.png
279,277,10036.png
275,279,10037.png
275,279,10038.png
275,279,10039.png
83,318,1004.png
275,279,10040.png
275,279,10041.png
275,279,10043.png
275,279,10044.png
275,279,10045.png
275,279,10046.png
275,279,10047.png
275,279,10048.png
275,279,10049.png
79,319,1005.png
276,279,10050.png
276,279,10051.png
276,279,10052.png
269,281,10053.png
267,279,10054.png
264,283,10055.png
264,282,10056.png
264,282,10057.png
264,282,10058.png
264,282,10059.png
77,322,1006.png
265,281,10060.png
260,283,10061.png
261,282,10062.png
261,282,10063.png
261,282,10064.png
261,282,10065.png
261,282,10066.png
261,282,10067.png
261,282,10068.png
261,282,10069.png
78,319,1007.png
262,284,10070.png
262,284,10071.png
262,284,10072.png
262,284,10073.png
262,284,10074.png
262,284,10075.png
262,284,10076.png
258,288,10077.png
258,288,10078.png
258,288,10079.png
77,319,1008.png
258,286,10080.png
258,286,10081.png
258,286,10082.png
258,286,10083.png
258,286,10084.png
258,286,10085.png
251,290,10086.png
254,290,10087.png
254,290,10088.png
254,290,10089.png
74,325,1009.png
252,289,10090.png
252,289,10091.png
252,289,10092.png
252,289,10093.png
252,289,10094.png
252,289,10095.png
252,289,10096.png
252,289,10097.png
252,289,10098.png
252,289,10099.png
74,324,1010.png
253,289,10100.png
249,292,10101.png
249,292,10102.png
249,292,10103.png
249,292,10104.png
249,292,10105.png
249,292,10106.png
249,292,10107.png
249,292,10108.png
247,293,10109.png
75,325,1011.png
249,293,10110.png
246,293,10111.png
246,293,10112.png
248,293,10113.png
247,293,10114.png
247,293,10115.png
247,293,10116.png
247,293,10117.png
247,293,10118.png
247,293,10119.png
75,322,1012.png
247,292,10120.png
247,292,10121.png
247,292,10122.png
247,292,10123.png
247,292,10124.png
247,292,10125.png
244,293,10126.png
244,293,10127.png
244,293,10128.png
244,293,10129.png
75,326,1013.png
246,293,10130.png
244,295,10131.png
244,295,10132.png
244,295,10133.png
244,295,10134.png
244,295,10135.png
244,295,10136.png
244,295,10137.png
244,295,10138.png
244,295,10139.png
244,295,1014.png
75,324,1014.png
246,295,10140.png
246,295,10141.png
246,295,10142.png
246,295,10143.png
246,295,10144.png
246,295,10145.png
246,295,10146.png
246,295,10147.png
246,295,10148.png
246,295,10149.png
74,323,1015.png
244,296,10150.png
244,296,10151.png
244,296,10152.png
244,296,10153.png
244,296,10154.png
244,296,10155.png
244,296,10156.png
244,296,10157.png
244,296,10158.png
244,296,10159.png
74,322,1016.png
246,294,10160.png
246,294,10161.png
246,294,10162.png
246,294,10163.png
246,294,10164.png
246,294,10165.png
246,294,10166.png
245,294,10167.png
246,294,10168.png
246,294,10169.png
76,322,1017.png
246,296,10170.png
246,296,10171.png
246,296,10172.png
246,296,10173.png
246,296,10174.png
246,296,10175.png
246,296,10176.png
246,296,10177.png
246,296,10178.png
246,296,10179.png
74,326,1018.png
246,298,10180.png
246,298,10181.png
246,298,10182.png
246,298,10183.png
246,298,10184.png
246,298,10185.png
246,298,10186.png
246,298,10187.png
246,298,10188.png
246,298,10189.png
74,323,1019.png
244,294,10190.png
244,294,10191.png
246,294,10192.png
246,294,10193.png
246,294,10194.png
246,294,10195.png
246,294,10196.png
246,294,10197.png
246,294,10198.png
244,294,10199.png
73,326,1020.png
243,293,10200.png
243,293,10201.png
243,293,10202.png
243,293,10203.png
243,293,10204.png
243,293,10205.png
243,293,10206.png
243,293,10207.png
243,293,10208.png
243,293,10209.png
72,325,1021.png
240,294,10210.png
240,294,10211.png
240,294,10212.png
240,294,10213.png
240,294,10214.png
240,294,10215.png
240,294,10216.png
240,294,10217.png
240,294,10218.png
240,294,10219.png
75,322,1022.png
242,297,10220.png
239,290,10221.png
239,290,10222.png
237,290,10223.png
237,290,10224.png
237,290,10225.png
237,290,10226.png
237,290,10227.png
237,290,10228.png
237,290,10229.png
74,322,1023.png
237,288,10230.png
237,288,10231.png
237,288,10232.png
237,288,10233.png
237,288,10234.png
237,288,10235.png
237,288,10236.png
237,288,10237.png
237,288,10238.png
237,288,10239.png
74,325,1024.png
237,286,10240.png
237,286,10241.png
237,286,10242.png
237,288,10243.png
239,290,10244.png
232,284,10245.png
232,284,10246.png
232,284,10247.png
232,284,10248.png
232,284,10249.png
74,325,1025.png
233,285,10250.png
235,285,10251.png
235,285,10252.png
235,285,10253.png
229,282,10254.png
229,282,10255.png
229,282,10256.png
229,282,10257.png
229,282,10258.png
229,282,10259.png
75,325,1026.png
232,279,10260.png
231,281,10261.png
230,282,10262.png
229,282,10263.png
229,282,10264.png
229,282,10265.png
229,282,10266.png
229,282,10267.png
229,282,10268.png
224,276,10269.png
73,322,1027.png
224,278,10270.png
224,278,10271.png
224,278,10272.png
224,278,10273.png
224,278,10274.png
224,278,10275.png
224,278,10276.png
224,278,10277.png
225,279,10278.png
223,277,10279.png
73,323,1028.png
223,278,10280.png
223,278,10281.png
223,278,10282.png
223,278,10283.png
223,278,10284.png
223,278,10285.png
223,278,10286.png
223,278,10287.png
223,278,10288.png
223,278,10289.png
74,326,1029.png
222,275,10290.png
222,275,10291.png
222,275,10292.png
222,275,10293.png
220,275,10294.png
220,275,10295.png
220,275,10296.png
217,276,10297.png
217,276,10298.png
217,276,10299.png
74,325,1030.png
216,274,10300.png
216,275,10301.png
216,275,10302.png
216,275,10303.png
216,275,10304.png
216,275,10305.png
216,275,10306.png
216,275,10307.png
216,275,10308.png
216,275,10309.png
74,325,1031.png
217,274,10310.png
217,274,10311.png
217,274,10312.png
217,274,10313.png
217,274,10314.png
217,274,10315.png
217,274,10316.png
210,275,10317.png
210,275,10318.png
210,275,10319.png
73,322,1032.png
211,268,10320.png
211,268,10321.png
211,268,10322.png
210,270,10323.png
210,270,10324.png
210,270,10325.png
210,270,10326.png
210,270,10327.png
210,270,10328.png
210,270,10329.png
72,325,1033.png
211,274,10330.png
211,274,10331.png
211,274,10332.png
211,274,10333.png
211,274,10334.png
211,274,10335.png
211,274,10336.png
211,274,10337.png
211,274,10338.png
211,274,10339.png
74,324,1034.png
209,275,10340.png
206,272,10341.png
206,272,10342.png
206,272,10343.png
206,272,10344.png
206,272,10345.png
206,272,10346.png
206,272,10347.png
206,272,10348.png
206,272,10349.png
75,323,1035.png
200,270,10350.png
200,270,10351.png
200,270,10352.png
200,270,10353.png
200,270,10354.png
203,273,10355.png
203,273,10356.png
203,273,10357.png
203,273,10358.png
203,273,10359.png
75,326,1036.png
202,272,10360.png
202,272,10361.png
202,272,10362.png
202,272,10363.png
202,272,10364.png
202,272,10365.png
202,272,10366.png
198,273,10367.png
198,273,10368.png
198,273,10369.png
198,273,1037.png
198,273,10370.png
198,273,10371.png
198,273,10372.png
198,273,10373.png
192,274,10374.png
192,274,10375.png
192,274,10376.png
192,274,10377.png
192,274,10378.png
192,274,10379.png
75,328,1038.png
194,273,10380.png
194,273,10381.png
194,273,10382.png
194,273,10383.png
194,273,10384.png
194,273,10385.png
194,273,10386.png
194,273,10387.png
194,273,10388.png
182,273,10389.png
75,324,1039.png
181,270,10390.png
181,270,10391.png
181,270,10392.png
181,270,10393.png
181,270,10394.png
181,270,10395.png
181,270,10396.png
174,268,10397.png
174,268,10398.png
174,268,10399.png
75,325,1040.png
174,267,10400.png
174,267,10401.png
174,267,10402.png
174,267,10403.png
174,267,10404.png
174,267,10405.png
174,267,10406.png
174,267,10407.png
174,267,10408.png
174,267,10409.png
78,323,1041.png
175,272,10410.png
176,272,10411.png
176,272,10412.png
164,268,10413.png
164,268,10414.png
164,268,10415.png
164,268,10416.png
164,268,10417.png
164,269,10418.png
164,269,10419.png
75,323,1042.png
163,271,10420.png
157,271,10421.png
157,271,10422.png
157,271,10423.png
157,271,10424.png
157,271,10425.png
157,271,10426.png
155,269,10427.png
155,269,10428.png
159,269,10429.png
76,325,1043.png
158,271,10430.png
158,271,10431.png
158,271,10432.png
158,271,10433.png
158,271,10434.png
158,271,10435.png
158,271,10436.png
148,272,10437.png
148,270,10438.png
148,270,10439.png
75,325,1044.png
146,268,10440.png
146,268,10441.png
146,268,10442.png
146,268,10443.png
146,268,10444.png
146,268,10445.png
143,268,10446.png
143,268,10447.png
143,268,10448.png
143,268,10449.png
74,325,1045.png
143,268,10450.png
143,268,10451.png
143,268,10452.png
143,268,10453.png
143,268,10454.png
143,268,10455.png
143,268,10456.png
143,268,10457.png
143,268,10458.png
143,268,10459.png
75,326,1046.png
143,267,10460.png
137,268,10461.png
137,268,10462.png
135,268,10463.png
135,268,10464.png
135,268,10465.png
135,268,10466.png
135,268,10467.png
135,268,10468.png
133,268,10469.png
75,325,1047.png
132,270,10470.png
132,270,10471.png
132,270,10472.png
132,270,10473.png
132,270,10474.png
132,270,10475.png
132,270,10476.png
132,270,10477.png
132,270,10478.png
132,270,10479.png
75,327,1048.png
131,271,10480.png
131,271,10481.png
132,269,10482.png
132,269,10483.png
132,269,10484.png
125,270,10485.png
125,270,10486.png
125,270,10487.png
125,270,10488.png
125,270,10489.png
75,326,1049.png
125,270,10490.png
125,270,10491.png
125,270,10492.png
121,271,10493.png
121,271,10494.png
121,271,10495.png
121,271,10496.png
121,271,10497.png
121,271,10498.png
121,271,10499.png
74,323,1050.png
122,271,10500.png
122,271,10501.png
122,271,10502.png
122,271,10503.png
122,271,10504.png
